LONGITUDE,LATITUDE,SRCE_CNTRE,DEP_NAME,COMMODS,SIZE_VAL,GEOL_PROV,O_STRAT_NM,H_STRAT_NM
138.6589252,-35.0607695,old trench,GAEDECHENS AND MUMME,"Silver, Gold",Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Saddleworth Formation
138.5797162,-35.1603485,river bed,ONKAPARINGA GORGE,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
139.6975452,-32.2753695,workings,NONPAREIL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
140.2041092,-32.5809185,patch of trees,IRENE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
139.6871852,-32.2647985,workings,PARNELL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.7024542,-32.2736155,workings,PRINCE CONSORT,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
138.7781142,-34.8656705,fringe of dam waters,GOLDEN KEY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex
138.8609282,-34.9030585,,GOLDEN PILE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Stonyfell Quartzite
139.0010422,-34.8021035,white clay,GOLDEN REWARD,"Gold, Sapphire",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
138.8505322,-34.9279435,,GOLDEN THORPE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Stonyfell Quartzite
138.8667492,-34.8134365,small clearing,GOLDEN VIEW,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex
138.9366182,-34.8608915,creek,GOWLANDS ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 1,Saddleworth Formation
138.7030882,-35.1309305,,GLEN TAGGART,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 2,
138.7202282,-35.0996205,tree-line at reservoir edge,ONKAPARINGA,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
138.7161132,-35.0849515,river bank,PENNYWEIGHT FLAT,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.7334232,-35.0984255,trees,PETER PAN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
138.9847992,-34.7801665,,BREAK OF DAY,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Kanmantoo Group
138.9023112,-34.9563315,,BRIND,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Umberatana Group
138.8658752,-34.8980765,pit?,BRISTOL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Burra Group
138.9884194,-34.7716833,,BRYANTS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,,
138.9160852,-34.9450175,Sims shaft,BURKETT AND HADFIELD,"Gold, Amphibolite",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Umberatana Group
139.3792163,-32.3748255,shaft,CONDAMINE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.3839383,-32.3722705,shaft,CONSTANCE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.3812013,-32.3738145,pit,COOEE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Umberatana Group
139.3415333,-32.2702485,shaft,DARLEY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
138.9302482,-34.7526855,workings?,GUMERACHA VENTURE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup
138.9863622,-34.7791315,,HADDYS REWARD,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Carrickalinga Head Formation
139.0859983,-32.7853605,shaft,HEATHER BELL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Pepuarta Tillite
139.0940793,-32.8304945,,HEITHERSAY NACKARA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Curdimurka Subgroup
139.0824033,-32.7908475,pit,HEITHERSAYS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
139.3187343,-32.2697785,working,HERRINGS,Gold,Low Significance,,Holocene alluvial/fluvial unit 2,Saddleworth Formation
138.9042852,-34.9665395,,NEST EGG,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
138.7940152,-34.8559535,brown vegetation,NEW BRIDGE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Barossa Complex
138.9122302,-34.9430785,,NEW ERA EXTENDED,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
138.9111432,-34.9444245,top NW corner section 5263,NEW ERA,Gold,Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
138.7797262,-34.9804635,qz float?,THREE FRIENDS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Carey Gully Sandstone Member
138.9051672,-34.8201445,torrens river,TORRENS,"Tin, Gold, Garnet, Ruby",Low Significance,ADELAIDE GEOSYNCLINE,pegmatite,Woolshed Flat Shale
138.9084462,-34.9510045,,TWO IN THE BUSH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
138.8679392,-34.9046295,narrow clearing,VIVIAN AND PARTY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Stonyfell Quartzite
139.4295313,-32.2882095,workings,TRIUMPH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Cox Sandstone Member
139.3725573,-32.3667585,,HOOPER AND BOXER,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Umberatana Group
139.3669953,-32.2800955,workings?,HOOPERS REWARD,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Umberatana Group
138.9094302,-34.9505175,,NEW ERA SOUTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Brighton Limestone
138.8836912,-34.9968355,,NEW WOODSIDE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
138.9791572,-34.8433945,o/c,NOBLES SHOW,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
138.7883202,-34.9964055,creek bed,ONKAPARINGA RIVER,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.8170022,-34.9172215,creek,WHEAL MURRAY,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.7587012,-34.9843145,prominent creek bed,WOODHOUSE ESTATE,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
139.6873782,-32.2588015,shaft?,AURIFERA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6889732,-32.2798075,,BEN LOMOND,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6984452,-32.2717705,workings,BLUE STAR CENTRAL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6957852,-32.2721935,workings,BLUE STAR,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6966332,-32.2574545,disturbed ground,CAMPBELLS HILL,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 2,
138.6675512,-35.2081455,creek in section 21,BLACKWOOD GULLY,"Gold, Ochre",Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 2,
139.6943982,-32.2652795,workings,THE PUPS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6886042,-32.2750165,,ST PATRICK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
140.2020582,-32.5779285,pits,TAYLORS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
139.6827162,-32.2691715,workings,TEETULPA KING,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6945722,-32.2679415,workings,TEETULPA UNITED,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
138.5974262,-35.2373155,shallow abandoned pit?,HARDYS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
138.7378462,-35.1140115,creek,PLANES,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
140.2282981,-32.5679895,,CARVERS,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
139.7000682,-32.2622255,workings,COLLEEN BAWN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.7032602,-32.2654155,workings,COLLEEN BAWN SOUTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.9174262,-32.2318455,,COPPER TOP,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Burra Group
140.2303139,-32.5565444,workings,COUNTESS OF JERSEY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation
138.9569332,-34.8399585,disturbed ground,CONLINS REEF,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Burra Group
138.8049242,-34.7498595,track intersection,CONROYS,Gold,Low Significance,,Paleocene-Eocene unit 1,
138.8137552,-34.8415245,dam,CUDLEE CREEK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Burra Group
138.9623002,-34.8617755,qz vein?,DART,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Mitcham Quartzite
139.7013452,-32.2769415,workings,THREE STAR,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6960932,-32.2692205,workings,VICTORY TEETULPA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6877402,-32.2668335,workings,WARRIOR EXTENDED,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
139.6967112,-32.2742785,workings,WHITE CROSS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
138.8051242,-34.9234985,qz blow?,HALLS REEF,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
138.7753542,-34.8547615,creek,HIGHERCOMBE,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.7599172,-34.9074375,qz float?,HOLLIDAYS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Woolshed Flat Shale
138.9135552,-34.9403675,,HORNES,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
138.9143452,-34.9242515,,DELANEY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Burra Group
138.8935892,-34.7509755,disturbed ground,DELORAINE CENTRAL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Burra Group
138.8518932,-34.9195235,rough centre S 5185,DYERS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Burra Group
138.8100442,-34.9854415,dam,BALHANNAH EAST,"Copper, Gold, Bismuth",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Woolshed Flat Shale
139.0694343,-32.7793085,trench,DREAM OF HOPE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Yudnamutana Subgroup
139.0619223,-32.7651425,N side of access track,DUSTHOLES,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Gumbowie Arkose
139.2053763,-33.0515415,,EASTERN CLAIM,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
139.3256633,-32.2672425,shaft,EASTS ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 1,
139.3774253,-32.3749155,shaft,ECHO,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
138.7929742,-34.8294295,retaining wall,INGLEWOOD,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex
139.3714683,-32.3796495,shaft,ILLUSTRASS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.3704033,-32.3785995,shaft,IMPERIAL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.4151313,-32.2931115,workings,INKERMAN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.1319813,-32.2051695,pit,ERINA SOUTH,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.0848353,-32.7859605,shaft,JUNCTION,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Appila Tillite
138.7974462,-34.7550435,main shaft,PARA WIRRA,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex
138.8724162,-34.9257155,,PARLIAMENTARY CLAIMS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,Holocene alluvial/fluvial unit 1,Saddleworth Formation
138.7898902,-34.9975975,disturbed gound?,BEAUMONT,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Carey Gully Sandstone Member
135.789861,-27.9045843,on track,NEALES RIVER,Gold,Low Significance,BOORTHANNA TROUGH (ARCKARINGA BASIN),Jurassic rocks,
135.687863,-27.7951353,pit,MOUNT DUTTON RANGE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup
139.4567143,-32.2836505,trench,ALMA EAST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Umberatana Group
138.7187482,-35.1290705,track junction,CAMPBELLS ALLUVIALS,Gold,Low Significance,TERTIARY PALAEOCHANNELS,Holocene alluvial/fluvial unit 2,
138.9459122,-34.7862195,paddock corner,PONTTS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Stonyfell Quartzite
138.9941502,-34.8068585,tree in creek,PORT ADELAIDE SYNDICATE,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein,Backstairs Passage Formation
138.8008902,-34.8483245,old track intersection,PRAIRIES,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex
138.4526944,-32.6654954,,AITCHISONS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Belair Subgroup
139.4471313,-32.2847605,Alma inclined shaft,ALMA AND VICTORIA,Gold,Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Cox Sandstone Member
140.5650361,-32.2673444,,CROWS,Gold,Low Significance,,,
139.6916532,-32.2641685,workings,IRONCLAD EAST,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
140.3500731,-32.5663325,pit?,EDGARDO,"Gold, Silver",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Belair Subgroup
139.6883012,-32.2610215,shaft,EDWARD PARRY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
134.536884,-30.7036523,,TARCOOLA ENTERPRISE,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Paxton Granite
134.546566,-30.7033353,,TARCOOLA GEM,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.530735,-30.6924233,,TARCOOLA MAIN REEF,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.541432,-30.7002133,,TARCOOLA MINES ESTATE,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Paxton Granite
134.531922,-30.7109473,,WILGENA ENTERPRISE,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.537176,-30.7014793,,WONDERGRAPH,Gold,Locally Significant,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Paxton Granite
139.0029752,-34.8216855,,BLACK NUGGET,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
139.0065162,-34.7926365,,BLACKLERS REWARD,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
134.530601,-30.7092923,,AITMONS,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.545721,-30.6985493,trench,TARCOOLA ASSOCIATED,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Paxton Granite
134.538584,-30.7127993,,BADEN POWELL,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.527639,-30.7043593,,TARCOOLA NORTH,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Paxton Granite
134.547817,-30.7029063,,TARCOOLA PTY,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.550209,-30.7022013,,TARCOOLA PTY,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.541833,-30.7039933,pit,TARCOOLA PTY,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.542086,-30.7098613,,TARCOOLA SOUTH,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.523664,-30.7097093,,TARCOOLA UNITED NORTH,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.548672,-30.6973683,workings,TARCOOLA UNITED,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
139.0025492,-34.8121365,,BLUMBERG PTY,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Backstairs Passage Formation
139.0042512,-34.7959355,white spoils?,CENTRAL BROWN SNAKE,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
139.0165192,-34.8176245,,E.F. CLIFTON,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Backstairs Passage Formation
139.1511512,-34.8493775,o/c,CONNECTICUT,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Backstairs Passage Formation
139.0098792,-34.8255095,,CROWN,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
139.0112502,-34.8276055,,ELSIE BROWN,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
139.0084432,-34.8261165,SE corner section 6340,FLAGSTAFF,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
138.1945794,-34.0507854,creek,YOUNGS DIGGINGS,Gold,Low Significance,,Tertiary unit 1,Tertiary rocks
138.6467902,-35.2950125,,GOLDEN ROCK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex
138.6951602,-35.2838645,,MCMURTRIES,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex
139.0630293,-32.8766025,,E.A. ROWE,Gold,Low Significance,,Tertiary rocks,Appila Tillite
138.6054292,-35.3372805,near hole MT COMPASS 1,COMPASS HEIGHTS,"Gneiss, Gold",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Barossa Complex unit 1
138.6666102,-35.3291025,open cut,MOUNT EFFIE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Stonyfell Quartzite
138.6645802,-35.3046875,,MOUNT MAGNIFICENT,"Silver, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex
139.4397833,-32.2864225,workings,SEBASTOPOL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
138.7793283,-32.8004585,,BORALONG PARK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
138.8318354,-31.7867765,drillpad for hole HKRC01,HAWK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,Tindelpina Shale Member,Wilyerpa Formation
139.3714953,-32.3638575,shaft?,AJAX WELL,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Waukaringa Siltstone
139.3832953,-32.3758955,,HOOPERS,Gold,Low Significance,ADELAIDE GEOSYNCLINE,Holocene alluvial/fluvial sediments,
139.3754013,-32.3771675,shaft,SYMONS SHAFT,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
139.2220933,-31.9423665,,EUKABY WEST,"Lead, Silver, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone
140.1223812,-31.9086705,hole KY1362,TONGA CREEK,"Copper, Gold, Cobalt",Low Significance,CURNAMONA PROVINCE,skarn,Ethiudna Subgroup
134.563168,-30.6923803,,BARTLETT,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.960542,-30.6857663,workings,BELL BIRD,Gold,Low Significance,WILGENA SUBDOMAIN (GAWLER CRATON),quartz vein,Kenella Gneiss
134.537698,-30.7059383,,BLUE DUCK,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.54837,-30.7060303,,TARCOOLA UNITED,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.56928,-30.7005973,,TARCOOLA VICTORY,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.498942,-30.6984493,~40mS Royal George,TARCOOLA WEST,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein,Fabian Quartzite Member
134.529756,-30.7091743,,THE DEEPS,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein,Tarcoola Formation
139.0055562,-34.7871215,hole AUST DEV CO LTD,GERMAN REEF,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
139.0038152,-34.8185575,,GREAT NORTHERN EUREKA,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
139.0017932,-34.8162705,old trench,IRON DUKE,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
139.0073432,-34.7991415,,JESSIE DARLING,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
138.6561452,-35.1884545,creek bed,WICKHAM HILLS,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,Saddleworth Formation
134.553413,-30.6974013,pits on qz lode?,BOHUN,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein,Paxton Granite
134.543732,-30.6884903,pit,BROWN HILL,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein,Tarcoola Formation
134.546519,-30.7052773,pit,DAY DAWN,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.533131,-30.7132043,,DRYSDALE,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.525404,-30.7085743,trench,ECLIPSE,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.541713,-30.7048793,,WARRIGAL NORTH,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.565063,-30.6890373,,WELBY AND BARNES,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.531578,-30.7090173,near hole TRC 47,WELCOME HOME,Gold,Locally Significant,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.532,-30.7054033,,WHITE HOPE,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Paxton Granite
134.561752,-30.7003733,,WILGENA ASSOCIATED,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
134.526389,-30.7079733,,WILGENA ASSOCIATED,Gold,Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),quartz vein unit 4,Tarcoola Formation
139.0061032,-34.8188665,,JUNCTION UNITED,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
139.0076692,-34.8264645,,MCLEANS TRIUMPH,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
139.0031242,-34.8199895,,MORNING STAR,Gold,Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Backstairs Passage Formation
139.3321123,-32.2686425,,BROKEN HILL AND WAUKARINGA,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation
139.0859403,-32.7827405,shaft,BUTTAMUCK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
138.4562044,-32.4645854,,WALLACE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Appila Tillite
139.0763683,-32.7756845,,UNION JACK,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tarcowie Siltstone
139.6881832,-32.2618315,workings,ADELAIDE JUBILEE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation
139.6949582,-32.2632105,workings,ALLIANCE,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation
138.8620422,-34.9024265,creek,BOERTH AND SINKINSON,Gold,Low Significance,,Holocene alluvial/fluvial unit 1,
138.8198022,-34.7780745,track cul-de-sac,BONDS AND PULLMAN,Gold,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex
138.9728352,-34.7622385,disturbed ground,BONNEYS FLAT,Gold,Low Significance,,Holocene alluvial/fluvial unit 2,
