DEP_NAME,COMMODS,SIZE_VAL,GEOL_PROV,O_STRAT_NM,H_STRAT_NM,LONGITUDE,LATITUDE
MILTALIE,"Zinc, Silver, Copper, Lead",Low Significance,CLEVE SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Warrow Quartzite,136.7768256,-33.5688654
ARKABA HOMESTEAD,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Curdimurka Subgroup,138.4944064,-31.7370574
BOTTLE DUMP,"Copper, Cobalt",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Curdimurka Subgroup,138.6601354,-31.8207125
MORGAN CREEK SE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,138.6554054,-31.9969815
IRON KING,"Iron, Copper",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,basalt unit 1,138.7268524,-31.8093855
WORUMBA 3,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Niggly Gap beds,138.6234504,-31.9207695
NAPOLEON SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,dolerite unit 1,138.6367454,-31.8846725
BOULDER BLOCK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 3,Brachina Formation,138.7785315,-30.6919434
LADY MILLICENT,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Bunyeroo Formation,138.7566425,-30.6861554
PEER MAHOMETS,"Copper, Silver, Gold",Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Bunyeroo Formation,138.7532615,-30.6969214
RUBY OXIDE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Bunyeroo Formation,138.7543075,-30.6968484
MOUNT ROEBUCK K,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 3,breccia unit 3,139.0695404,-30.8388595
MOUNT ROEBUCK L,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,breccia unit 3,139.0444134,-30.8365165
MOUNT ROEBUCK M,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Bunyeroo Formation,139.0201594,-30.8212625
MOUNT ROEBUCK N,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Wearing Dolomite,Wearing Dolomite Member,139.0222214,-30.8226475
MOUNT ROEBUCK O,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Wearing Dolomite Member,Wearing Dolomite Member,139.0440834,-30.8527485
TOP WELL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Bunyeroo Formation,139.0697654,-30.8495255
ORANGE TREE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wilkawillina Limestone,139.0550414,-30.8019455
COXCOMB,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Bunyeroo Formation,139.3706654,-30.3577055
TORRENS,"Copper, Silver, Uranium",Low Significance,GAWLER CRATON,quartz vein,Palaeoproterozoic rocks,137.6526246,-30.7803904
BLACKHAM,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation,138.7504402,-34.7692395
MORA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Curdimurka Subgroup,138.4944234,-31.7369454
OLYMPIC DAM,"Copper, Silver, Gold, Iron, Rare Earths, Uranium, Uranium Oxide",World-wide Significance,GAWLER CRATON,Olympic Dam Breccia Complex,Roxby Downs Granite,136.8893697,-30.4403264
OLYMPIC DAM,"Copper, Silver, Gold, Iron, Rare Earths, Uranium, Uranium Oxide",World-wide Significance,GAWLER CRATON,,,136.8893697,-30.4403264
OLYMPIC DAM,"Copper, Silver, Gold, Iron, Rare Earths, Uranium, Uranium Oxide",World-wide Significance,GAWLER CRATON,,,136.8893697,-30.4403264
WATERFALL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Saddleworth Formation,138.6760332,-34.9599515
WHEAL ACRAMAN,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Montacute Dolomite,138.7396062,-34.8684445
COOMINAREE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Rockwater beds,135.9810679,-28.4509373
BOORTHANA COPPER HILL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Skillogalee Dolomite unit 3,136.0042269,-28.6083593
ENRICO,Copper,Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,Baltucoodna Quartzite unit 1,135.912569,-28.1059433
JAYBEE,Copper,Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,Proterozoic rocks,135.854227,-28.0910983
LAST CHANCE,"Copper, Uranium",Low Significance,PEAKE AND DENISON INLIERS,hydrothermal alteration,Duff Creek beds,135.9607879,-28.5778063
MOUNT KINGSTON,"Copper, Uranium",Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,Wirriecurrie Granite,135.879349,-28.0387663
MURRA MURRANA BORE,Copper,Low Significance,PEAKE AND DENISON INLIERS,quartz vein unit 4,Peake Metamorphics unit 1,135.9466919,-28.2059053
WANDILTA NORTH,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Palaeoproterozoic rocks,137.7239654,-33.9555514
LADY ALICE,"Gold, Copper",Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex,138.8236562,-34.6982485
LADY EDITH,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex,138.8224942,-34.7009225
LADY FRANCES,Copper,Low Significance,,,,138.8247833,-34.7018417
LITTLE PARA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Woolshed Flat Shale,138.7961172,-34.6692165
LUCKY HIT,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex,138.8242582,-34.6969425
LYNDOCH REEF,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Skillogalee Dolomite,138.8998172,-34.6352605
MAGILL,"Slate, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Beaumont Dolomite Member,138.6845552,-34.9255875
PRINCE ALBERT,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 3,Tapley Hill Formation,138.7395782,-34.8789335
RIVERSEDGE,"Copper, Silver, Lead",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Stonyfell Quartzite,138.7296172,-34.8592755
WHEAL FRIENDSHIP,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Montacute Dolomite,138.7485632,-34.8864025
WHEAL GRAINGER,"Lead, Silver, Bismuth, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation,138.6651842,-34.9768385
WHEAL PANDTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Woolshed Flat Shale,138.7306102,-34.8828235
RAILWAY CARRIAGE,Copper,Locally Significant,STUART SHELF,Whyalla Sandstone,Pandurra Formation,137.1739346,-31.4541144
RAMSAYS,Copper,Low Significance,STUART SHELF,hydrothermal alteration,Pandurra Formation,137.1675886,-31.4275684
WEARING HILLS H,Copper,Low Significance,ADELAIDE GEOSYNCLINE,gossan,Bunyeroo Formation,139.2257994,-30.8235365
CAIRN HILL,"Iron, Gold, Copper",Significant to SA,MOUNT WOODS INLIER,Mount Woods Complex,Mount Woods Complex,135.123458,-29.2987163
HOUSE,"Copper, Silver",Low Significance,STUART SHELF,hydrothermal alteration,Tapley Hill Formation,137.1771656,-31.4491264
JOHN BULL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Bunyeroo Formation,138.4742165,-30.8106664
JOES DAM,"Iron, Copper",Low Significance,MOUNT WOODS INLIER,hydrothermal alteration,Mount Woods Complex,135.455307,-29.6868973
MYALL CREEK,"Copper, Silver, Lead, Zinc",Locally Significant,STUART SHELF,Tapley Hill Formation,Beda Basalt,137.5186035,-32.6907564
EMMIE NORTH,"Copper, Uranium",Low Significance,STUART SHELF,hydrothermal alteration,Palaeoproterozoic rocks,137.1303887,-31.0899174
RED LAKE,"Copper, Silver, Lead, Zinc",Low Significance,GAWLER CRATON,hydrothermal alteration,Wandearah Metasiltstone,137.3559376,-31.5872254
TARLTON SPRINGS WEST,"Copper, Asbestos",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Duff Creek beds,136.0744919,-28.5252753
WORUMBA 7,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,dolerite unit 1,138.6361114,-31.8888095
WORUMBA 5,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wirrawilka beds,138.6443634,-31.9175515
WORUMBA 4,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,dolerite unit 1,138.6111574,-31.9177424
WILLOW WATERS SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Curdimurka Subgroup,138.6161064,-31.9103504
WORUMBA 6,Copper,Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Wilyerpa Formation,138.6837024,-31.9088955
WARCOWIE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Warcowie Dolomite Member,138.6688244,-31.8792405
WILLOW CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Niggly Gap beds,Curdimurka Subgroup,138.6231074,-31.8971344
CHALLA,Copper,Low Significance,MOONTA SUBDOMAIN (GAWLER CRATON),quartz vein,Moralana Supergroup unit 10,137.6030965,-34.0464514
LACHYMOOR,"Copper, Gold",Low Significance,KANMANTOO TROUGH (ADELAIDE GEOSYNCLINE),quartz vein unit 4,Ulupa Siltstone,139.0063032,-34.3519705
BOOLOOROO MAIN,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Callanna Group,138.5217065,-30.4471734
DEAD FINISH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,breccia unit 3,138.5640865,-30.3688824
DORIS FABIAN,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tindelpina Shale Member,138.6952105,-30.3755914
FEDERAL,"Copper, Silver",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,breccia unit 3,138.5418855,-30.3623334
LIBERATION,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,138.5504375,-30.3739494
MALLEE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Skillogalee Dolomite,138.6991145,-30.3199134
OLYMPIC DAM,"Copper, Silver, Gold, Iron, Rare Earths, Uranium, Uranium Oxide",World-wide Significance,GAWLER CRATON,,,136.8893697,-30.4403264
WINDOWARTA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Tapley Hill Formation,139.0249954,-31.8847165
ENTERPRISE BELTANA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Bunyeroo Formation,138.4011675,-30.8768634
HARVEYS RETURN,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Bunyeroo Formation,138.4002235,-30.8695454
MANXMAN A1,"Iron, Gold, Copper, Uranium",Locally Significant,MOUNT WOODS INLIER,hydrothermal alteration,Mount Woods Complex,135.391986,-29.6699523
CASTAMBUL ESTATE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Woolshed Flat Shale,138.7413922,-34.8678465
BAGOT WELL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Umberatana Group,138.9243032,-34.2494895
CATTLEGRID,"Copper, Silver, Cobalt",Significant to SA,STUART SHELF,Cattlegrid Breccia,Whyalla Sandstone,137.1472277,-31.4437764
DE ROSE,Copper,Low Significance,MUSGRAVE PROVINCE,Tertiary deep weathering,Birksgate Complex,133.2525933,-26.5640503
SWEET NELL,"Copper, Silver",Low Significance,STUART SHELF,hydrothermal alteration,Tapley Hill Formation,137.2191766,-31.6843244
CORE SHED,Copper,Low Significance,STUART SHELF,Tapley Hill Formation,Tapley Hill Formation,137.1780366,-31.4404254
MYSTERY,"Dolomite, Copper",Low Significance,STUART SHELF,quartz vein unit 4,Brighton Limestone,137.1929456,-31.4479584
MOUNT GUNSON,"Copper, Silver, Sandstone",Locally Significant,STUART SHELF,Cattlegrid Breccia,Pandurra Formation,137.1720126,-31.4499274
MG14,"Copper, Silver, Cobalt, Lead, Zinc",Locally Significant,STUART SHELF,Tapley Hill Formation,Whyalla Sandstone,137.1509177,-31.4346364
BLINMAN,Copper,Locally Significant,ADELAIDE GEOSYNCLINE,breccia unit 3,breccia unit 3,138.6738695,-31.0874704
BREAKNECK GORGE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Curdimurka Subgroup,138.6051895,-31.0733684
BROWNS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Callanna Group,138.6703675,-31.1248924
WIRRAWILKA,"Copper, Asbestos, Cobalt",Low Significance,ADELAIDE GEOSYNCLINE,Niggly Gap beds,Niggly Gap beds,138.6620794,-31.8483455
MAMMOTH BLACK RIDGE,"Copper, Silver, Gold, Iron",Low Significance,ADELAIDE GEOSYNCLINE,Tertiary deep weathering,Sunderland Formation,139.2057814,-31.5948005
MOUNT BARR,Copper,Low Significance,,Eocene-Miocene rocks,Eocene-Miocene rocks,134.9359831,-26.3208513
NICHOLS NOB,"Copper, Silver, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation,138.7062365,-30.2998324
PAULLS CONSOLIDATED,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Tindelpina Shale Member,138.6778685,-30.3742024
PEELBOX,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,138.7319225,-30.4481284
J.W. DUCK,"Copper, Silver, Lead",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,138.5706305,-30.3776634
FLYING FOX,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Curdimurka Subgroup,138.6723075,-30.9546324
HILL CAMP SPRINGS,"Copper, Barite",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wonoka Formation,138.6470295,-30.7461434
LADY LEHMANN,"Copper, Zinc",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Bunyeroo Formation,138.6682995,-30.9475284
MOSLEYS,"Copper, Gold, Cobalt",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Curdimurka Subgroup,138.6713475,-30.9389264
COBALT,"Copper, Cobalt",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,breccia unit 3,138.6735685,-31.1326984
MALLEE HUT,"Lead, Silver, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Etina Formation,138.7135564,-31.2473414
TERINGIE HEIGHTS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Saddleworth Formation,138.7037852,-34.9150445
HORSESHOE BEND,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup,138.8223102,-34.6600245
SECOND CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Stonyfell Quartzite,138.6847492,-34.9342455
EAST LAGOON,"Copper, Silver",Locally Significant,STUART SHELF,hydrothermal alteration,Whyalla Sandstone,137.1885636,-31.4271674
ENDOR,"Copper, Gold",Low Significance,CHRISTIE SUBDOMAIN (GAWLER CRATON),hydrothermal alteration,Christie Gneiss,133.5820932,-29.6026673
MOUNT CHANDLER NORTH,Copper,Low Significance,MUSGRAVE PROVINCE,quartz vein,Chambers Bluff Tillite,133.3144083,-26.9806483
KAPUNDA,"Copper, Rare Earths",Significant to SA,ADELAIDE GEOSYNCLINE,Tapley Hill Formation,Tapley Hill Formation,138.9179992,-34.3465785
NEW GAWLER,Copper,Low Significance,,,,138.8287028,-34.7080389
SCRUBBERS CAMP,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 3,Skillogalee Dolomite,138.9790263,-33.3312455
MOUNT BRADY,"Iron, Copper",Low Significance,MOUNT WOODS INLIER,skarn,Mount Woods Complex,135.044225,-29.1623943
YATTAGOLINGA,"Copper, Silver, Lead",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Fork Tree Limestone,138.1848553,-35.5233035
AJAX COPPER,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Ajax Limestone,Ajax Limestone,138.4429975,-30.6674774
MOONEY,"Copper, Silver, Lead, Zinc",Low Significance,ADELAIDE GEOSYNCLINE,Parachilna Formation,Wilkawillina Limestone,138.5784105,-30.7760014
MOUNT DECEPTION,Copper,Low Significance,ADELAIDE GEOSYNCLINE,,,138.2572444,-30.7140111
SOD HUT,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Wilyerpa Formation,138.9379853,-33.7839175
MOUNT ROSE BORE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation,138.9293865,-30.3813185
ALIOOTA,"Copper, Alunite, Lead",Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Wonoka Formation,138.8239855,-30.6199174
ARKEY WARREN,"Copper, Silver",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Brachina Formation,138.5846205,-30.8525284
VESEYS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Bunyeroo Formation,138.7177115,-30.8458414
VOCOVOCANA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation,138.9143765,-30.3679085
WALTERS WELL,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Amberoona Formation,138.9006415,-30.1139204
WARRIOOTA,"Copper, Calcite",Low Significance,ADELAIDE GEOSYNCLINE,calcite,Brachina Formation,138.5573195,-30.8507744
WEEDNA SPRINGS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Myrtle Springs Formation,138.8195275,-30.3424164
WHEAL MARIA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Yankaninna Formation,139.3183734,-30.1664005
MOUNT LYNDHURST EAST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,138.5910615,-30.2102654
ELSIE ADAIR,Copper,Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Merinjina Tillite,138.5390575,-30.5246384
EVELINE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Parachilna Formation,138.8731955,-30.5778835
MOUNT HEMMING,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation,138.4811235,-30.9666574
MOUNT LYNDHURST EXTENDED,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,138.5949835,-30.1974874
MOUNTAIN OF LIGHT,"Copper, Cobalt",Locally Significant,ADELAIDE GEOSYNCLINE,Tapley Hill Formation,Tapley Hill Formation,138.4509595,-30.5747784
NEIGHBOURHOOD WEST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Skillogalee Dolomite unit 6,139.2314034,-30.2289475
NELSON AND WILLIAMS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,,,138.5574335,-30.1595664
NEVADA,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,Amberoona Formation,Amberoona Formation,138.9431345,-30.1063835
NICHOLS NOB EAST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup unit 1,138.7316795,-30.2987424
MOUNT BARKER AREA,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Tapley Hill Formation,138.9044602,-35.0544435
WHITFORDS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Rawnsley Quartzite,138.6698345,-30.5283064
WILD DOG,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wortupa Quartzite,138.4585585,-30.5711664
A.J. WILLIAMS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Rawnsley Quartzite,138.6819615,-30.5266294
PRIDE OF THE VALLEY,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex,138.8269442,-34.7014805
BON ACCORD,Copper,Locally Significant,ADELAIDE GEOSYNCLINE,quartz vein,Kooringa Member,138.9227203,-33.6726895
MURPHYS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tarcowie Siltstone,138.8103103,-33.5439075
WINJABBIE,"Copper, Rare Earths",Low Significance,GAWLER CRATON,skarn,Palaeoproterozoic-Mesoproterozoic rocks,136.9657487,-31.0657424
GULLY,"Copper, Silver, Cobalt, Zinc",Locally Significant,STUART SHELF,hydrothermal alteration,Tapley Hill Formation,137.1817286,-31.4454134
WHEAL GUNDRY,"Ironstone - construction materials, Copper",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Eudunda Arkose Member,138.9129932,-34.3300455
KETCHOWLA,"Copper, Silver",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Saddleworth Formation,139.1458933,-33.1816725
TIECA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Barossa Complex,138.8252882,-34.7034435
TRY AGAIN,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Barossa Complex,138.8236092,-34.6966965
UKAPARINGA,Copper,Locally Significant,ADELAIDE GEOSYNCLINE,Ukaparinga Schist,Emeroo Subgroup,138.9021412,-34.6903325
BOTTALOCK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Umberatana Group,138.9634863,-33.2867235
SNAKE PIT,Copper,Low Significance,STUART SHELF,hydrothermal alteration,Pandurra Formation,137.2115936,-31.6924374
FRITHELLS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Wooltana Volcanics,139.4568114,-30.3042825
FROME RIVER,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Amberoona Formation,138.7938525,-30.1565534
GAMMON CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation,138.9295795,-30.3870045
MOUNT LYNDHURST,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Amberoona Formation,138.7217745,-30.1626284
MOUNT MCKINLAY,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Rawnsley Quartzite,139.0945114,-30.5207795
WHEAL SARAH SOUTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,River Broughton beds,138.5394763,-33.4471985
EYRES,Copper,Low Significance,ADELAIDE GEOSYNCLINE,River Broughton beds,River Broughton beds unit 2,138.5790163,-33.5160905
WHEAL SARAH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,River Broughton beds,138.5345643,-33.4446525
WHYTE PARK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Skillogalee Dolomite unit 7,138.1552354,-33.0222334
P. OBRIENS CLAIM,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Angepena Formation,138.4688785,-30.5591004
OLD GLORY,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,138.4172355,-30.7114564
ONE TREE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Opaminda Formation,139.3608874,-30.1218285
OREILLY,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Tapley Hill Formation,138.7502255,-30.1943314
ARDINCAPLE,"Copper, Silver",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Burra Group,138.5980683,-33.5287785
GILLS BLUFF,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Amberoona Formation,138.8615075,-30.1722884
GOLIATH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Brachina Formation,138.8150925,-30.6906694
GREAT OVERSIGHT,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Skillogalee Dolomite unit 7,139.2251534,-30.2131725
GREAT WINNOWIE CENTRAL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Pound Subgroup,138.1314025,-30.7963124
PALTRIDGE NORTH,Copper,Locally Significant,ADELAIDE GEOSYNCLINE,Tapley Hill Formation,Tapley Hill Formation,138.4523585,-30.5742904
PATSEY SPRINGS,"Lead, Silver, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wonoka Formation,138.6616575,-30.5216654
PAULLS NORTH,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Merinjina Tillite,138.6651455,-30.3580094
PHIL MA COOL,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,138.6194305,-30.3601614
RHYNIE GARAGE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Skillogalee Dolomite,138.6878323,-34.1459905
WALTON HILL,"Copper, Dolomite",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Woolshed Flat Shale,138.8775782,-34.5008695
ST ANDREWS,"Iron, Copper",Low Significance,GAWLER CRATON,Christie Gneiss,Mulgathing Complex,134.2555681,-29.9371263
EDWARDS FIND,"Copper, Gold",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Wooltana Volcanics,139.4131214,-30.2862285
PARABARANA,Copper,Locally Significant,ADELAIDE GEOSYNCLINE,Brindana Schist,Brindana Schist,139.7023614,-29.9843395
WHEAL PARA,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Emeroo Subgroup,138.8217872,-34.6530235
CUT CREEK,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,River Broughton beds,138.5752778,-33.4945139
CLIVE,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Curdimurka Subgroup,138.7633055,-30.3116414
HOLMES,Copper,Low Significance,ADELAIDE GEOSYNCLINE,deep weathering,Callanna Group,138.4500545,-30.5774944
HOMESTEAD,"Copper, Iron",Low Significance,ADELAIDE GEOSYNCLINE,hematite,Tapley Hill Formation,138.7069995,-30.1820354
BROUGHTON RIVER,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Rhynie Sandstone,138.5477563,-33.5098065
BURRA CREEK MINING,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Appila Tillite,139.2890622,-33.8574625
WORUBIA,"Gold, Copper",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Wilyerpa Formation,138.7126693,-33.4302535
ARROWIE GORGE SOUTH,"Magnesite, Copper",Low Significance,ADELAIDE GEOSYNCLINE,hydrothermal alteration,Wilkawillina Limestone,139.2235684,-30.7207185
FEDERAL MINING CORP.,Copper,Low Significance,ADELAIDE GEOSYNCLINE,,,139.5740944,-29.9892472
READ,Copper,Low Significance,ADELAIDE GEOSYNCLINE,quartz vein,Parachilna Formation,138.8549515,-30.5778545
RED OXIDE,"Copper, Lead",Low Significance,ADELAIDE GEOSYNCLINE,quartz vein unit 4,Tapley Hill Formation,138.5691285,-30.2152724
COALFIELDS,Copper,Low Significance,ADELAIDE GEOSYNCLINE,Bolla Bollana Tillite,Bolla Bollana Tillite,138.4275875,-30.4363474
WHITE VIRGINIA,Copper,Low Significance,ADELAIDE GEOSYNCLINE,,,138.8846605,-30.5474795
